id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2954399,1,2016-06-27T11:22:37.000+05:30,2016-06-27T11:23:17.000+05:30,1,-74.00102996826172,40.75665283203125,-74.0009994506836,40.75662612915039,N,40
id3152963,1,2016-04-09T22:33:22.000+05:30,2016-04-09T22:41:03.000+05:30,2,-73.95511627197266,40.76900100708008,-73.97154235839844,40.785369873046875,N,461
id1904421,2,2016-06-11T17:48:40.000+05:30,2016-06-11T18:01:01.000+05:30,2,-73.9839859008789,40.73787307739258,-74.00466918945312,40.70838928222656,N,741
id3611647,1,2016-05-19T10:44:15.000+05:30,2016-05-19T11:02:27.000+05:30,1,-73.9957275390625,40.75408172607422,-73.98393249511719,40.746543884277344,N,1092
id0910982,1,2016-05-21T19:58:22.000+05:30,2016-05-21T20:10:11.000+05:30,1,-73.95237731933594,40.810768127441406,-73.97606658935547,40.78114318847656,N,709
id2640178,1,2016-02-15T16:12:24.000+05:30,2016-02-15T16:31:27.000+05:30,1,-73.9539794921875,40.763858795166016,-73.9964370727539,40.715511322021484,N,1143
id0030324,1,2016-01-09T06:26:46.000+05:30,2016-01-09T06:31:02.000+05:30,1,-73.93982696533203,40.699562072753906,-73.93199920654297,40.68913269042969,N,256
id3883723,2,2016-02-25T01:46:34.000+05:30,2016-02-25T01:57:34.000+05:30,2,-73.97908782958984,40.759498596191406,-73.97956085205078,40.724334716796875,N,660
id0674885,1,2016-06-30T07:37:35.000+05:30,2016-06-30T07:43:32.000+05:30,1,-73.96575164794922,40.75957489013672,-73.97911834716797,40.76510238647461,N,357
id3260324,2,2016-02-07T08:24:25.000+05:30,2016-02-07T08:38:21.000+05:30,1,-73.93280792236328,40.75893020629883,-73.98320770263672,40.76700973510742,N,836
id1561466,2,2016-04-29T20:21:28.000+05:30,2016-04-29T20:56:48.000+05:30,1,-73.96572875976562,40.76873016357422,-73.95587921142578,40.67308044433594,N,2120
id2106816,1,2016-06-30T10:53:59.000+05:30,2016-06-30T11:03:29.000+05:30,1,-73.98088073730469,40.78433609008789,-73.95667266845703,40.780616760253906,N,570
id2605569,1,2016-05-08T02:57:55.000+05:30,2016-05-08T03:02:48.000+05:30,2,-73.92628479003906,40.703285217285156,-73.93801879882812,40.700408935546875,N,293
id3293082,2,2016-02-06T19:50:51.000+05:30,2016-02-06T20:04:17.000+05:30,5,-73.97648620605469,40.75498962402344,-73.99115753173828,40.75128173828125,N,806
id0790613,1,2016-05-20T14:04:03.000+05:30,2016-05-20T14:33:41.000+05:30,1,-73.9863052368164,40.77702331542969,-73.98585510253906,40.776790618896484,N,1778
id0202431,1,2016-02-17T12:02:29.000+05:30,2016-02-17T12:18:44.000+05:30,1,-74.00413513183594,40.7428092956543,-73.98779296875,40.74486541748047,N,975
id2084457,2,2016-02-01T08:41:26.000+05:30,2016-02-01T08:49:10.000+05:30,3,-73.98253631591797,40.775081634521484,-73.97176361083984,40.78459548950195,N,464
id2595331,2,2016-04-29T12:18:42.000+05:30,2016-04-29T12:29:03.000+05:30,1,-73.95469665527344,40.77397918701172,-73.96845245361328,40.76150894165039,N,621
id3448735,1,2016-01-27T06:45:39.000+05:30,2016-01-27T06:51:12.000+05:30,1,-73.99150085449219,40.74489212036133,-73.9832763671875,40.76048278808594,N,333
id1431322,1,2016-02-21T13:21:37.000+05:30,2016-02-21T13:34:26.000+05:30,2,-74.00970458984375,40.739654541015625,-73.99959564208984,40.72883605957031,N,769
id0130751,1,2016-02-28T19:47:01.000+05:30,2016-02-28T20:29:35.000+05:30,1,-73.98819732666016,40.76428985595703,-73.87281036376953,40.77445602416992,N,2554
id1444884,2,2016-01-06T18:15:26.000+05:30,2016-01-06T18:31:18.000+05:30,1,-73.99656677246094,40.73197555541992,-73.97901153564453,40.749900817871094,N,952
id2797773,1,2016-03-08T08:33:35.000+05:30,2016-03-08T08:36:35.000+05:30,1,-73.96713256835938,40.79346466064453,-73.97039031982422,40.79574966430664,N,180
id0861216,2,2016-01-18T13:00:37.000+05:30,2016-01-18T13:10:57.000+05:30,1,-73.99024963378906,40.757286071777344,-73.96398162841797,40.756919860839844,N,620
id3833049,1,2016-06-22T09:47:49.000+05:30,2016-06-22T10:02:11.000+05:30,1,-73.99453735351562,40.76602554321289,-73.98638153076172,40.749061584472656,N,862
id1633648,1,2016-06-20T14:19:16.000+05:30,2016-06-20T14:34:34.000+05:30,1,-73.9779052734375,40.7548713684082,-73.95277404785156,40.768165588378906,Y,918
id3252664,2,2016-06-28T07:17:36.000+05:30,2016-06-28T07:22:36.000+05:30,1,-73.96751403808594,40.76615524291992,-73.96052551269531,40.77144241333008,N,300
id3755869,2,2016-04-24T16:48:08.000+05:30,2016-04-24T17:04:41.000+05:30,3,-73.95294189453125,40.81018829345703,-73.94551086425781,40.77811813354492,N,993
id2440671,2,2016-02-17T17:40:25.000+05:30,2016-02-17T18:13:13.000+05:30,1,-73.86365509033203,40.769622802734375,-73.91322326660156,40.872798919677734,N,1968
id1489555,1,2016-05-06T10:37:59.000+05:30,2016-05-06T11:13:12.000+05:30,2,-73.9443588256836,40.80830764770508,-74.01231384277344,40.7038459777832,N,2113
id0162579,2,2016-05-13T23:13:14.000+05:30,2016-05-13T23:19:50.000+05:30,1,-73.99220275878906,40.74496841430664,-73.98139190673828,40.74699020385742,N,396
id3402983,2,2016-06-30T15:48:06.000+05:30,2016-06-30T17:31:13.000+05:30,1,-73.78189849853516,40.644771575927734,-73.98589324951172,40.76015853881836,N,6187
id1713541,1,2016-05-23T00:09:18.000+05:30,2016-05-23T00:19:24.000+05:30,1,-73.96807861328125,40.759376525878906,-73.98486328125,40.76865005493164,N,606
id2732066,2,2016-04-27T11:52:23.000+05:30,2016-04-27T12:16:49.000+05:30,2,-74.00447845458984,40.72269058227539,-73.8710708618164,40.77425003051758,N,1466
id2445763,1,2016-02-20T23:45:51.000+05:30,2016-02-20T23:52:23.000+05:30,1,-73.98328399658203,40.77374267578125,-73.98738098144531,40.780372619628906,N,392
id3972131,2,2016-06-06T13:43:22.000+05:30,2016-06-06T13:47:08.000+05:30,3,-73.98287200927734,40.74498748779297,-73.98928833007812,40.74467468261719,N,226
id3779357,2,2016-02-22T19:02:08.000+05:30,2016-02-22T19:12:53.000+05:30,1,-73.966796875,40.76700973510742,-73.9817886352539,40.752288818359375,N,645
id0931190,1,2016-04-20T14:02:28.000+05:30,2016-04-20T14:24:23.000+05:30,1,-73.98274993896484,40.754154205322266,-74.01538848876953,40.711246490478516,N,1315
id1789034,1,2016-04-09T23:41:23.000+05:30,2016-04-09T23:51:42.000+05:30,1,-73.98255920410156,40.74235153198242,-73.99250030517578,40.72526550292969,N,619
id0746372,2,2016-01-22T18:20:31.000+05:30,2016-01-22T18:23:26.000+05:30,1,-73.95459747314453,40.76961898803711,-73.94959259033203,40.777069091796875,N,175
id2567660,2,2016-03-19T18:18:23.000+05:30,2016-03-19T18:33:29.000+05:30,1,-73.99554443359375,40.74401092529297,-73.98324584960938,40.763671875,N,906
id1787258,1,2016-05-07T18:40:51.000+05:30,2016-05-07T18:46:33.000+05:30,2,-73.95447540283203,40.783695220947266,-73.96351623535156,40.77006530761719,N,342
id0805117,2,2016-04-15T20:11:31.000+05:30,2016-04-15T20:22:44.000+05:30,3,-74.00865936279297,40.719608306884766,-73.99893951416016,40.72792053222656,N,673
id2828691,2,2016-06-19T00:23:50.000+05:30,2016-06-19T00:34:35.000+05:30,2,-74.00125122070312,40.736324310302734,-74.00869750976562,40.706966400146484,N,645
id2729614,2,2016-02-03T00:14:51.000+05:30,2016-02-03T00:39:35.000+05:30,1,-73.98838806152344,40.72002410888672,-73.9925308227539,40.65903854370117,N,1484
id1249988,2,2016-06-10T01:48:13.000+05:30,2016-06-10T02:09:28.000+05:30,1,-73.97554016113281,40.73563003540039,-73.96293640136719,40.71200942993164,N,1275
id2463869,2,2016-03-18T10:42:07.000+05:30,2016-03-18T10:51:56.000+05:30,1,-73.98038482666016,40.76564407348633,-73.99131774902344,40.774452209472656,N,589
id2904820,1,2016-03-20T22:51:45.000+05:30,2016-03-20T23:14:07.000+05:30,1,-73.78242492675781,40.644287109375,-73.85658264160156,40.725502014160156,N,1342
id0180594,2,2016-04-28T13:22:03.000+05:30,2016-04-28T13:30:50.000+05:30,1,-74.00067138671875,40.75825881958008,-73.99461364746094,40.75053024291992,N,527
id0749370,1,2016-02-02T18:40:44.000+05:30,2016-02-02T18:45:58.000+05:30,1,-73.96194458007812,40.76454162597656,-73.96845245361328,40.76308059692383,N,314
id2848070,2,2016-06-09T06:54:04.000+05:30,2016-06-09T07:02:27.000+05:30,3,-74.00103759765625,40.741519927978516,-73.9803237915039,40.76044845581055,N,503
id3817493,2,2016-03-14T14:57:56.000+05:30,2016-03-14T15:15:26.000+05:30,1,-73.952880859375,40.7664680480957,-73.97863006591797,40.76192092895508,N,1050
id3129802,1,2016-05-14T05:31:58.000+05:30,2016-05-14T05:52:31.000+05:30,1,-73.96812438964844,40.800437927246094,-73.86524200439453,40.770652770996094,N,1233
id3167292,2,2016-01-05T09:53:39.000+05:30,2016-01-05T09:57:03.000+05:30,1,-73.9811782836914,40.72090148925781,-73.97738647460938,40.7260856628418,N,204
id1924450,2,2016-02-27T19:09:23.000+05:30,2016-02-27T19:23:54.000+05:30,2,-74.0058364868164,40.74547576904297,-73.99402618408203,40.72840118408203,N,871
id1794468,2,2016-06-17T14:40:16.000+05:30,2016-06-17T14:44:24.000+05:30,1,-73.95941162109375,40.774227142333984,-73.9534683227539,40.779422760009766,N,248
id0204192,1,2016-02-25T02:35:07.000+05:30,2016-02-25T02:50:03.000+05:30,1,-73.87073516845703,40.773658752441406,-73.85991668701172,40.8290901184082,N,896
id3190007,2,2016-01-07T15:26:03.000+05:30,2016-01-07T15:38:17.000+05:30,1,-73.978271484375,40.74565505981445,-73.96525573730469,40.75829315185547,N,734
id3348726,1,2016-06-23T08:37:00.000+05:30,2016-06-23T08:40:41.000+05:30,1,-73.97371673583984,40.79469680786133,-73.97443389892578,40.789119720458984,N,221
id3469446,2,2016-02-14T10:40:55.000+05:30,2016-02-14T10:46:45.000+05:30,6,-74.01300048828125,40.70243835449219,-74.01428985595703,40.712501525878906,N,350
id1915949,2,2016-02-04T16:33:13.000+05:30,2016-02-04T16:54:12.000+05:30,1,-73.99181365966797,40.743778228759766,-73.97116088867188,40.792728424072266,N,1259
id2899891,1,2016-04-08T15:26:22.000+05:30,2016-04-08T15:38:13.000+05:30,1,-73.97419738769531,40.75749588012695,-73.9598388671875,40.775489807128906,N,711
id0942991,2,2016-02-03T07:32:19.000+05:30,2016-02-03T07:46:30.000+05:30,1,-73.94715118408203,40.776187896728516,-73.9730224609375,40.7554931640625,N,851
id2772912,1,2016-01-28T15:31:01.000+05:30,2016-01-28T16:14:50.000+05:30,1,-73.88522338867188,40.772727966308594,-73.98058319091797,40.78166580200195,N,2629
id2851756,2,2016-06-16T10:10:25.000+05:30,2016-06-16T10:19:36.000+05:30,1,-73.9941177368164,40.75108337402344,-73.9721450805664,40.76348114013672,N,551
id0851036,1,2016-04-06T01:26:07.000+05:30,2016-04-06T01:36:57.000+05:30,1,-74.00403594970703,40.741973876953125,-73.97395324707031,40.764312744140625,N,650
id0283106,1,2016-04-26T18:36:24.000+05:30,2016-04-26T18:59:00.000+05:30,1,-74.00796508789062,40.7150993347168,-73.9598388671875,40.770381927490234,N,1356
id1697231,2,2016-05-16T19:17:33.000+05:30,2016-05-16T19:27:27.000+05:30,2,-73.98228454589844,40.778812408447266,-73.96128845214844,40.79861831665039,N,594
id3385889,1,2016-02-12T09:44:22.000+05:30,2016-02-12T10:00:02.000+05:30,1,-73.97268676757812,40.755863189697266,-73.97733306884766,40.75867462158203,N,940
id3591274,1,2016-02-06T10:24:17.000+05:30,2016-02-06T10:26:56.000+05:30,1,-73.96188354492188,40.756290435791016,-73.96802520751953,40.755714416503906,N,159
id3269098,2,2016-01-21T15:29:37.000+05:30,2016-01-21T15:55:47.000+05:30,1,-73.99230194091797,40.750335693359375,-73.96540832519531,40.76888656616211,N,1570
id3159798,1,2016-02-01T22:20:51.000+05:30,2016-02-01T22:34:19.000+05:30,1,-73.95488739013672,40.77329635620117,-73.96908569335938,40.80277633666992,N,808
id0828941,2,2016-02-25T21:24:09.000+05:30,2016-02-25T21:47:26.000+05:30,2,-74.01016235351562,40.71992111206055,-73.97490692138672,40.756919860839844,N,1397
id0995542,2,2016-02-06T06:03:59.000+05:30,2016-02-06T06:11:45.000+05:30,1,-74.0074462890625,40.73351287841797,-74.00360870361328,40.756412506103516,N,466
id0661736,1,2016-05-18T13:54:45.000+05:30,2016-05-18T14:07:15.000+05:30,2,-73.97587585449219,40.760894775390625,-73.97186279296875,40.750152587890625,N,750
id1408423,1,2016-04-30T15:40:21.000+05:30,2016-04-30T16:17:36.000+05:30,1,-73.97346496582031,40.78455352783203,-73.91751861572266,40.77385711669922,N,2235
id2476509,2,2016-06-01T20:48:02.000+05:30,2016-06-01T21:08:21.000+05:30,1,-73.86284637451172,40.769065856933594,-73.96763610839844,40.75602340698242,N,1219
id1575277,2,2016-06-11T16:59:15.000+05:30,2016-06-11T17:33:27.000+05:30,1,-73.99922943115234,40.72288131713867,-73.98287963867188,40.778297424316406,N,2052
id0860703,1,2016-01-31T10:43:14.000+05:30,2016-01-31T10:56:37.000+05:30,1,-73.97603607177734,40.77617263793945,-73.9592514038086,40.75918960571289,N,803
id3211119,1,2016-01-02T22:54:49.000+05:30,2016-01-02T23:05:55.000+05:30,1,-73.97712707519531,40.75587844848633,-73.93854522705078,40.809852600097656,N,666
id2693863,1,2016-03-18T08:22:10.000+05:30,2016-03-18T09:47:19.000+05:30,1,-73.77718353271484,40.64649963378906,-73.98500061035156,40.76091766357422,N,5109
id2379416,2,2016-02-14T01:05:51.000+05:30,2016-02-14T01:21:22.000+05:30,1,-73.98999786376953,40.71976089477539,-73.94625854492188,40.7729606628418,N,931
id2452510,2,2016-02-21T19:20:51.000+05:30,2016-02-21T19:36:37.000+05:30,6,-73.98796844482422,40.72822570800781,-73.9784927368164,40.764766693115234,N,946
id0040164,2,2016-06-14T11:48:32.000+05:30,2016-06-14T11:54:45.000+05:30,1,-73.96449279785156,40.76395034790039,-73.96803283691406,40.765350341796875,N,373
id1145809,2,2016-05-16T23:15:13.000+05:30,2016-05-16T23:31:00.000+05:30,6,-73.80848693847656,40.68733596801758,-73.80848693847656,40.68733596801758,N,947
id3214066,1,2016-03-21T20:14:22.000+05:30,2016-03-21T20:24:23.000+05:30,1,-73.98230743408203,40.77503967285156,-73.9561767578125,40.76374435424805,N,601
id0651671,2,2016-02-05T14:56:07.000+05:30,2016-02-05T15:15:10.000+05:30,1,-73.95230102539062,40.78390884399414,-73.96085357666016,40.76081848144531,N,1143
id0707492,2,2016-04-12T11:42:20.000+05:30,2016-04-12T11:48:30.000+05:30,1,-73.954345703125,40.786922454833984,-73.95867919921875,40.77839660644531,N,370
id0599157,2,2016-02-24T20:21:50.000+05:30,2016-02-24T20:44:00.000+05:30,2,-73.99500274658203,40.73991775512695,-73.956298828125,40.747581481933594,N,1330
id1309604,2,2016-04-23T16:10:54.000+05:30,2016-04-23T16:19:19.000+05:30,1,-73.96964263916016,40.67788314819336,-73.99126434326172,40.677703857421875,N,505
id0183474,2,2016-02-14T20:58:15.000+05:30,2016-02-14T21:09:08.000+05:30,1,-73.95650482177734,40.771278381347656,-73.98560333251953,40.739891052246094,N,653
id1399824,1,2016-05-18T18:59:08.000+05:30,2016-05-18T19:19:51.000+05:30,1,-73.99500274658203,40.74002456665039,-73.9870834350586,40.761966705322266,N,1243
id0407071,1,2016-01-06T05:58:40.000+05:30,2016-01-06T06:28:17.000+05:30,3,-73.78223419189453,40.64457321166992,-73.80843353271484,40.736045837402344,N,1777
id0353238,2,2016-06-23T19:41:29.000+05:30,2016-06-23T19:55:08.000+05:30,5,-74.00337219238281,40.74882888793945,-73.96310424804688,40.77582550048828,N,819
id3974735,2,2016-06-08T00:45:53.000+05:30,2016-06-08T00:52:09.000+05:30,1,-73.99171447753906,40.764713287353516,-73.98004913330078,40.78363037109375,N,376
id3151105,2,2016-01-12T18:55:35.000+05:30,2016-01-12T19:05:27.000+05:30,2,-73.97850799560547,40.755001068115234,-73.98771667480469,40.75279998779297,N,592
id3009814,1,2016-01-28T12:28:23.000+05:30,2016-01-28T12:32:11.000+05:30,2,-73.95307159423828,40.78277587890625,-73.94633483886719,40.7788200378418,N,228
id3148002,2,2016-02-16T16:52:37.000+05:30,2016-02-16T17:06:34.000+05:30,1,-74.01007843017578,40.720951080322266,-73.97798919677734,40.734291076660156,N,837
id3453520,1,2016-04-13T19:14:15.000+05:30,2016-04-13T19:21:27.000+05:30,1,-73.95375061035156,40.78520584106445,-73.96418762207031,40.77555847167969,N,432
id3225079,1,2016-01-14T09:24:37.000+05:30,2016-01-14T10:00:01.000+05:30,1,-74.01663970947266,40.70985794067383,-73.78571319580078,40.71222686767578,N,2124
id3842035,1,2016-05-18T04:25:51.000+05:30,2016-05-18T04:43:40.000+05:30,1,-74.00142669677734,40.73100662231445,-73.9376220703125,40.69807434082031,N,1069
id2722135,2,2016-02-20T11:43:07.000+05:30,2016-02-20T11:46:12.000+05:30,6,-73.97518920898438,40.765071868896484,-73.9701919555664,40.76604080200195,N,185
id3684742,2,2016-05-24T13:21:48.000+05:30,2016-05-24T13:40:41.000+05:30,1,-73.97869873046875,40.755210876464844,-73.98822784423828,40.74272918701172,N,1133
id2026236,1,2016-05-14T17:50:33.000+05:30,2016-05-14T18:23:41.000+05:30,1,-74.0036392211914,40.713619232177734,-73.97933197021484,40.78363037109375,N,1988
id3924756,1,2016-02-22T21:34:01.000+05:30,2016-02-22T21:50:01.000+05:30,2,-74.0043716430664,40.742183685302734,-73.97547912597656,40.76042556762695,N,960
id1384906,2,2016-02-25T22:17:03.000+05:30,2016-02-25T22:33:00.000+05:30,1,-73.99161529541016,40.759761810302734,-73.97422790527344,40.7431755065918,N,957
id3588665,2,2016-02-14T14:37:23.000+05:30,2016-02-14T14:45:08.000+05:30,4,-73.99054718017578,40.7458610534668,-74.00157165527344,40.73099136352539,N,465
id2840400,1,2016-02-23T21:10:52.000+05:30,2016-02-23T21:19:56.000+05:30,1,-73.99115753173828,40.73408126831055,-74.00498962402344,40.72969055175781,N,544
id3355874,1,2016-02-04T11:24:26.000+05:30,2016-02-04T11:42:51.000+05:30,1,-73.984375,40.76968765258789,-73.95407104492188,40.7640266418457,N,1105
id0363564,2,2016-05-21T12:29:39.000+05:30,2016-05-21T12:37:08.000+05:30,2,-73.99774932861328,40.756649017333984,-73.99302673339844,40.74713897705078,N,449
id0883448,1,2016-04-22T20:10:58.000+05:30,2016-04-22T20:17:20.000+05:30,3,-74.00003814697266,40.73486328125,-74.00751495361328,40.7331428527832,N,382
id1322536,1,2016-05-06T08:40:20.000+05:30,2016-05-06T08:48:41.000+05:30,1,-73.98445129394531,40.72496795654297,-73.99853515625,40.7340087890625,N,501
id0559488,2,2016-03-30T08:52:07.000+05:30,2016-03-30T09:00:46.000+05:30,6,-73.9931640625,40.757694244384766,-73.98908996582031,40.76943588256836,N,519
id3226823,2,2016-03-28T08:02:53.000+05:30,2016-03-28T08:14:28.000+05:30,3,-73.98284912109375,40.74462890625,-73.98494720458984,40.75933074951172,N,695
id3791668,2,2016-01-06T17:25:15.000+05:30,2016-01-06T17:27:49.000+05:30,5,-73.96267700195312,40.77566146850586,-73.95944213867188,40.78028869628906,N,154
id3170402,2,2016-03-20T07:50:36.000+05:30,2016-03-20T07:58:50.000+05:30,1,-73.95992279052734,40.75851058959961,-73.99179077148438,40.74412155151367,N,494
id3815007,1,2016-05-20T22:05:08.000+05:30,2016-05-20T22:12:18.000+05:30,1,-73.9692153930664,40.754093170166016,-73.9736557006836,40.73783874511719,N,430
id3443107,2,2016-02-12T15:26:58.000+05:30,2016-02-12T15:31:58.000+05:30,5,-73.96795654296875,40.768741607666016,-73.96295928955078,40.77825927734375,N,300
id3942614,2,2016-06-22T04:26:04.000+05:30,2016-06-22T04:30:22.000+05:30,1,-73.98554992675781,40.74716567993164,-73.9880599975586,40.75957489013672,N,258
id1459852,2,2016-05-18T08:22:01.000+05:30,2016-05-18T08:38:37.000+05:30,1,-73.98438262939453,40.77012634277344,-73.97027587890625,40.757720947265625,N,996
id1382741,1,2016-05-11T20:29:36.000+05:30,2016-05-11T20:35:21.000+05:30,1,-74.00884246826172,40.713661193847656,-74.00042724609375,40.72361755371094,N,345
id0531053,1,2016-02-02T09:32:44.000+05:30,2016-02-02T09:48:24.000+05:30,1,-73.99136352539062,40.74993133544922,-73.97282409667969,40.758663177490234,N,940
id0580213,2,2016-03-24T06:57:51.000+05:30,2016-03-24T07:09:29.000+05:30,1,-73.99491119384766,40.72544860839844,-73.96427154541016,40.71274185180664,N,698
id3656168,1,2016-03-28T07:41:16.000+05:30,2016-03-28T07:49:27.000+05:30,1,-73.9991683959961,40.749610900878906,-73.98609161376953,40.772613525390625,N,491
id1971518,1,2016-03-12T13:04:28.000+05:30,2016-03-12T13:14:33.000+05:30,1,-73.98897552490234,40.75920486450195,-73.97399139404297,40.760589599609375,N,605
id3911487,1,2016-03-03T17:56:45.000+05:30,2016-03-03T18:05:28.000+05:30,1,-73.96211242675781,40.776100158691406,-73.96852111816406,40.764408111572266,N,523
id3748596,1,2016-02-28T13:18:07.000+05:30,2016-02-28T13:30:21.000+05:30,2,-73.96924591064453,40.76689910888672,-73.94271850585938,40.79981231689453,N,734
id1485244,1,2016-02-24T23:04:32.000+05:30,2016-02-24T23:15:33.000+05:30,1,-73.99948120117188,40.7232666015625,-74.00728607177734,40.73815155029297,N,661
id0002063,2,2016-04-02T20:48:33.000+05:30,2016-04-02T20:56:49.000+05:30,1,-73.9947738647461,40.75497055053711,-73.99646759033203,40.745277404785156,N,496
id0920470,2,2016-04-12T14:41:00.000+05:30,2016-04-12T14:46:10.000+05:30,1,-73.96897888183594,40.757850646972656,-73.97348022460938,40.76250076293945,N,310
id0487874,2,2016-01-19T10:11:03.000+05:30,2016-01-19T10:56:21.000+05:30,1,-74.00714874267578,40.71303176879883,-73.98342895507812,40.766273498535156,N,2718
id1530336,2,2016-03-24T07:36:21.000+05:30,2016-03-24T07:50:14.000+05:30,1,-73.98069763183594,40.72994613647461,-74.00946044921875,40.71518325805664,N,833
id3466354,1,2016-01-17T11:49:40.000+05:30,2016-01-17T11:56:46.000+05:30,1,-73.97879791259766,40.76673126220703,-73.961669921875,40.7578010559082,N,426
id1545867,2,2016-03-17T19:27:42.000+05:30,2016-03-17T19:34:07.000+05:30,1,-73.99128723144531,40.72370910644531,-73.9878921508789,40.73445129394531,N,385
id1196772,2,2016-06-28T12:08:13.000+05:30,2016-06-28T12:18:01.000+05:30,1,-73.98249053955078,40.762569427490234,-73.99862670898438,40.7606086730957,N,588
id3276198,2,2016-03-14T20:31:12.000+05:30,2016-03-14T20:36:18.000+05:30,1,-73.9819107055664,40.76688003540039,-73.98259735107422,40.77717971801758,N,306
id0739131,1,2016-04-19T21:37:21.000+05:30,2016-04-19T21:55:37.000+05:30,1,-73.97515869140625,40.75918197631836,-74.00526428222656,40.70737075805664,N,1096
id1527676,1,2016-03-07T19:38:25.000+05:30,2016-03-07T19:54:35.000+05:30,2,-73.98612976074219,40.75971984863281,-74.0014877319336,40.73606491088867,N,970
id1146853,2,2016-03-05T02:59:30.000+05:30,2016-03-05T03:20:50.000+05:30,4,-74.0053939819336,40.74081039428711,-73.95063018798828,40.82103729248047,N,1280
id1891863,1,2016-04-11T14:42:15.000+05:30,2016-04-11T15:17:52.000+05:30,1,-73.99237060546875,40.73751449584961,-73.87084197998047,40.774078369140625,N,2137
id0238963,2,2016-01-11T12:42:36.000+05:30,2016-01-11T13:09:38.000+05:30,1,-73.98001861572266,40.78601837158203,-73.97633361816406,40.75906753540039,N,1622
id0865346,1,2016-04-03T15:10:27.000+05:30,2016-04-03T15:44:53.000+05:30,1,-73.98719024658203,40.7507438659668,-73.80545806884766,40.682220458984375,N,2066
id1641073,2,2016-05-28T18:55:51.000+05:30,2016-05-28T19:09:53.000+05:30,1,-73.99073791503906,40.76622772216797,-73.99483489990234,40.750083923339844,N,842
id0674512,1,2016-04-11T21:58:24.000+05:30,2016-04-11T22:16:33.000+05:30,1,-73.96540832519531,40.795379638671875,-74.0125732421875,40.70155334472656,N,1089
id1709044,2,2016-03-19T11:23:42.000+05:30,2016-03-19T11:31:21.000+05:30,1,-73.98519134521484,40.72909164428711,-73.98096466064453,40.741783142089844,N,459
id1637128,2,2016-02-13T09:22:20.000+05:30,2016-02-13T09:25:31.000+05:30,1,-73.95553588867188,40.779693603515625,-73.95355224609375,40.78797149658203,N,191
id2166004,2,2016-01-08T22:03:18.000+05:30,2016-01-08T22:16:33.000+05:30,3,-74.00971221923828,40.72039031982422,-73.98493194580078,40.691978454589844,N,795
id3714906,1,2016-03-01T08:33:57.000+05:30,2016-03-01T08:40:44.000+05:30,1,-73.98949432373047,40.75367736816406,-73.98833465576172,40.745948791503906,N,407
id1002278,1,2016-04-10T01:17:32.000+05:30,2016-04-10T01:35:11.000+05:30,1,-73.94403839111328,40.711578369140625,-73.83838653564453,40.703369140625,N,1059
id2248491,2,2016-04-10T14:43:06.000+05:30,2016-04-10T14:49:16.000+05:30,5,-73.99051666259766,40.7305793762207,-74.00173950195312,40.73521041870117,N,370
id3813882,1,2016-04-23T04:12:01.000+05:30,2016-04-23T04:17:36.000+05:30,2,-74.00630950927734,40.74468231201172,-73.99168395996094,40.76503372192383,N,335
id0290690,2,2016-05-27T18:58:47.000+05:30,2016-05-27T19:02:25.000+05:30,1,-73.98175048828125,40.76856994628906,-73.98481750488281,40.76441955566406,N,218
id0872691,1,2016-04-01T17:08:28.000+05:30,2016-04-01T17:17:26.000+05:30,1,-73.98797607421875,40.7615966796875,-73.97373962402344,40.77963638305664,N,538
id3812360,2,2016-05-31T20:42:16.000+05:30,2016-05-31T20:51:07.000+05:30,1,-73.99725341796875,40.72550964355469,-73.99394226074219,40.732540130615234,N,531
id2111520,2,2016-02-03T20:15:47.000+05:30,2016-02-03T20:21:21.000+05:30,2,-73.98873138427734,40.74884033203125,-73.98296356201172,40.7601203918457,N,334
id2378477,2,2016-02-19T18:23:11.000+05:30,2016-02-19T18:32:44.000+05:30,1,-73.97152709960938,40.7953987121582,-73.95487976074219,40.82020950317383,N,573
id2653245,2,2016-05-20T01:33:30.000+05:30,2016-05-20T01:46:44.000+05:30,2,-73.99220275878906,40.72133255004883,-73.95440673828125,40.68586349487305,N,794
id3908396,2,2016-06-28T13:54:08.000+05:30,2016-06-28T14:01:33.000+05:30,2,-73.96112060546875,40.771968841552734,-73.96575927734375,40.76543045043945,N,445
id3105640,1,2016-01-24T20:35:19.000+05:30,2016-01-24T21:00:56.000+05:30,1,-73.97798156738281,40.68478012084961,-73.95413208007812,40.613346099853516,N,1537
id1737882,2,2016-04-25T19:20:14.000+05:30,2016-04-25T19:34:17.000+05:30,1,-73.95896911621094,40.768009185791016,-73.98249053955078,40.76605987548828,N,843
id0998101,2,2016-03-30T20:29:32.000+05:30,2016-03-30T20:32:26.000+05:30,6,-73.98092651367188,40.77969741821289,-73.97502136230469,40.784332275390625,N,174
id0102349,2,2016-05-16T20:29:21.000+05:30,2016-05-16T20:45:03.000+05:30,2,-73.9705810546875,40.758731842041016,-73.99867248535156,40.74982833862305,N,942
id3355382,1,2016-03-25T05:56:03.000+05:30,2016-03-25T06:06:07.000+05:30,1,-73.87882232666016,40.740196228027344,-73.93547821044922,40.74306869506836,N,604
